commit,commit_date,author_date,path,loc,lloc,comments,blanks,entities,inter_cd,intra_cd,cc
40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,2005-12-12 17:53:59+00:00,2005-12-12 17:53:59+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnection.java,1545,1545,"Moved the trunk code into the trunk sub directory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@356304 13f79535-47bb-0310-9956-ffa450edef68",165,137,1.6403069946083753,1.640306993222413,77
0f36e0231efb8840808034e42e2cfc95004b38da,2005-12-16 09:17:42+00:00,2005-12-16 09:17:42+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnection.java,1547,1547,"Added a comment


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@357146 13f79535-47bb-0310-9956-ffa450edef68",166,137,1.6403069946083753,1.640306993222413,77
ee0f2e3fd574ea28e2764119489e456dd9938a43,2005-12-19 21:30:58+00:00,2005-12-19 21:30:58+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnection.java,1545,1545,"update lic header to match apache standard.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@357807 13f79535-47bb-0310-9956-ffa450edef68",166,137,1.6403069946083753,1.640306993222413,77
22474cd5414d568230cdb244741cc95b32777220,2005-12-21 20:43:50+00:00,2005-12-21 20:43:50+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnection.java,1549,1549,"Fixed: https://jira.logicblaze.com/jira/browse/AMQ-426
JMS api object now implement a toString() that can be used to correlate back to log messages on the message broker.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358371 13f79535-47bb-0310-9956-ffa450edef68",167,138,1.6407096854786756,1.6407096850590241,77
d29ca2a71b7fd281c15f7d05e135c196d2b2488c,2005-12-28 17:24:02+00:00,2005-12-28 17:24:02+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,1549,1549,"Refactor org.activemq -> org.apache.activemq


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359567 13f79535-47bb-0310-9956-ffa450edef68",167,138,1.6407096854786756,1.6407096850590241,77
48b4869472d647a890ce6905e7914b7d1ecde948,2005-12-29 02:15:21+00:00,2005-12-29 02:15:21+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,1549,1549,"Updated copyright headers to be (c) 2005-2006 


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359679 13f79535-47bb-0310-9956-ffa450edef68",167,138,1.6407096854786756,1.6407096850590241,77
ffb9d2aabb8ade109d32df3f95be3bb1a24f970b,2005-12-30 15:34:31+00:00,2005-12-30 15:34:31+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,1556,1556,"allow the RedeliveryPolicy to be configured on an ActiveMQConnectionFactory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@360105 13f79535-47bb-0310-9956-ffa450edef68",168,139,1.6410173633857625,1.6410173628703357,77
90e21b4e8f7d5ad4a7f127f2558cd5cb755ccbba,2005-12-30 18:48:31+00:00,2005-12-30 18:48:31+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,1553,1553,"Modified the BrokerInfo so that the redelivery policy is now purely configured on the client side.  Also the connection's transport
is not started until the connection if fully configured now.



git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@360140 13f79535-47bb-0310-9956-ffa450edef68",171,141,1.6452403410310283,1.6452403409461118,73
c8d74e7113ce444f3897d5f5416859f13b0c15cc,2006-01-05 08:22:59+00:00,2006-01-05 08:22:59+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,1552,1552,"removed RedeliveryPolicy from openwire and moved into the client package

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@366118 13f79535-47bb-0310-9956-ffa450edef68",171,141,1.6452403410310283,1.6452403409461118,73
fa63d9091f00f5e6c289618b905f86e864175ce4,2006-01-09 09:40:06+00:00,2006-01-09 09:40:06+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,1552,1552,"Minor change to toString and System.out

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@367254 13f79535-47bb-0310-9956-ffa450edef68",171,141,1.6452741352004423,1.6452741346452742,73
