commit,commit_date,author_date,path,loc,lloc,comments,blanks,entities,inter_cd,intra_cd,cc
40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,2005-12-12 17:53:59+00:00,2005-12-12 17:53:59+00:00,activemq-core/src/main/java/org/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,608,608,"Moved the trunk code into the trunk sub directory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@356304 13f79535-47bb-0310-9956-ffa450edef68",71,30,1.5395078747101536,1.5395078747962219,53
92a698fe42656274d0f3e31be415ba881b094b3f,2005-12-22 06:11:40+00:00,2005-12-22 06:11:40+00:00,activemq-core/src/main/java/org/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,606,606,"updated headers in source file to use apache header

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358513 13f79535-47bb-0310-9956-ffa450edef68",71,30,1.5395078747101536,1.5395078747962219,53
d29ca2a71b7fd281c15f7d05e135c196d2b2488c,2005-12-28 17:24:02+00:00,2005-12-28 17:24:02+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,606,606,"Refactor org.activemq -> org.apache.activemq


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359567 13f79535-47bb-0310-9956-ffa450edef68",71,30,1.5395078747101536,1.5395078747962219,53
48b4869472d647a890ce6905e7914b7d1ecde948,2005-12-29 02:15:21+00:00,2005-12-29 02:15:21+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,606,606,"Updated copyright headers to be (c) 2005-2006 


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359679 13f79535-47bb-0310-9956-ffa450edef68",71,30,1.5395078747101536,1.5395078747962219,53
c0edaf0532a619b2a90ecbc082bb57e052ef7793,2006-01-04 17:40:32+00:00,2006-01-04 17:40:32+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,624,624,"Use the jdbc catalog to avoid displaying warning messages on startup when the activemq tables allready exist.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@365954 13f79535-47bb-0310-9956-ffa450edef68",74,30,1.534878016595436,1.534878016916116,55
9b64c37c4ca6a5ad73cfca071c7e894320c89810,2006-01-04 21:09:16+00:00,2006-01-04 21:09:16+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,651,651,"Added a SubscriptionInfo[] getAllSubscriptions()  to the TopicMessageStore.  We will need this if we want to eagerly load the durable subs when the broker starts up.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@365993 13f79535-47bb-0310-9956-ffa450edef68",78,31,1.5324140122355525,1.5324140107311532,55
96adbc3fbb3ef361f67d4a42467c6f2c629503c2,2006-02-10 21:11:33+00:00,2006-02-10 21:11:33+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,657,657,"Fixing broker DurableConsumerCloseAndReconnectTest, subscriptions were not being added to the result array.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@376856 13f79535-47bb-0310-9956-ffa450edef68",78,31,1.5314510667155268,1.531451063731574,55
911177eb6c81ce6b4fe7670582d401b2375d42c8,2006-02-15 15:51:11+00:00,2006-02-15 15:51:11+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,660,660,"http://jira.activemq.org/jira/browse/AMQ-564

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@378023 13f79535-47bb-0310-9956-ffa450edef68",78,31,1.5303044223460005,1.5303044169381224,55
4843dd459ce561e5e365c5505a4fac10f60dc6b5,2006-02-15 23:37:40+00:00,2006-02-15 23:37:40+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,659,659,"- Refactored the StementProvider and related classes to a simpler Statements class that's easier to configure though the xbean configuration system.
- Added test cases that show this in use.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@378119 13f79535-47bb-0310-9956-ffa450edef68",78,31,1.506301883777691,1.5063018779296695,55
2748ae1612190838a74e653e2ecbf75e5e506446,2006-02-28 12:55:21+00:00,2006-02-28 12:55:21+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,661,661,"Added support for browsing Topics

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@381644 13f79535-47bb-0310-9956-ffa450edef68",78,31,1.506710753566553,1.5067107472457186,55
7f5213ba990ff4f1629f63dc93d0225a3c78594c,2006-03-03 15:36:38+00:00,2006-03-03 15:36:38+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,661,661,"Standardize on throwing Exception instead of Throwable, we were using both forms throught the API



git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382869 13f79535-47bb-0310-9956-ffa450edef68",78,31,1.5065043089085903,1.5065043122702912,55
4c96523c6af23928e2b6930d0208416db0f139a5,2006-03-22 18:22:30+00:00,2006-03-22 18:22:30+00:00,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,662,662,"adding a log debugging statement so that if table creation fails we have some hopes of seeing what the statement looked like that failed.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@387908 13f79535-47bb-0310-9956-ffa450edef68",78,31,1.50526183027166,1.5052618304193668,55
