File,# of Commits,"corr(LOC, IntraCD)","corr(LOC, InterCD)","corr(LLOC, IntraCD)","corr(LLOC, InterCD)","corr(Entities, IntraCD)","corr(Entities, InterCD)"
activemq-broker/src/main/java/org/apache/activemq/network/jms/JmsConnector.java,34,0.911,-0.886,0.911,-0.886,0.954,-0.786
activemq-broker/src/main/java/org/apache/activemq/network/jms/JmsMesageConvertor.java,9,0.608,0.608,0.608,0.608,nan,nan
activemq-broker/src/main/java/org/apache/activemq/network/jms/SimpleJmsQueueConnector.java,29,0.939,-0.148,0.939,-0.148,-0.267,0.686
activemq-broker/src/main/java/org/apache/activemq/network/jms/SimpleJmsTopicConnector.java,27,0.859,-0.159,0.859,-0.159,-0.465,0.677
activemq-broker/src/main/java/org/apache/activemq/network/jms/OutboundQueueBridge.java,14,0.993,0.993,0.993,0.993,0.998,0.998
activemq-broker/src/main/java/org/apache/activemq/network/jms/OutboundTopicBridge.java,14,0.987,0.987,0.987,0.987,0.999,0.999
activemq-broker/src/main/java/org/apache/activemq/network/jms/QueueBridge.java,17,0.694,0.694,0.694,0.694,0.502,0.502
activemq-broker/src/main/java/org/apache/activemq/network/jms/SimpleJmsMessageConvertor.java,9,0.601,0.601,0.601,0.601,nan,nan
activemq-broker/src/main/java/org/apache/activemq/network/jms/TopicBridge.java,18,0.663,0.663,0.663,0.663,0.484,0.484
activemq-client/src/main/java/org/apache/activemq/openwire/BooleanStream.java,17,0.74,0.74,0.74,0.74,0.822,0.822
activemq-client/src/main/java/org/apache/activemq/openwire/OpenWireFormat.java,54,0.651,0.651,0.651,0.651,0.665,0.665
activemq-client/src/main/java/org/apache/activemq/openwire/OpenWireFormatFactory.java,31,0.747,0.747,0.747,0.747,0.698,0.698
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQBytesMessageMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQDestinationMarshaller.java,18,0.997,0.997,0.997,0.997,0.997,0.997
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQMapMessageMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQMessageMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQObjectMessageMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQQueueMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQStreamMessageMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQTempDestinationMarshaller.java,16,0.996,0.996,0.996,0.996,0.999,0.999
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQTempQueueMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQTempTopicMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQTextMessageMarshaller.java,16,-0.995,-0.995,-0.995,-0.995,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ActiveMQTopicMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/BaseCommandMarshaller.java,19,0.99,0.99,0.99,0.99,0.989,0.989
activemq-client/src/main/java/org/apache/activemq/openwire/v1/BrokerIdMarshaller.java,19,-0.998,-0.998,-0.998,-0.998,-0.999,-0.999
activemq-client/src/main/java/org/apache/activemq/openwire/v1/BrokerInfoMarshaller.java,19,-0.952,-0.952,-0.952,-0.952,-0.968,-0.968
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ConnectionIdMarshaller.java,19,-0.988,-0.988,-0.988,-0.988,-0.992,-0.992
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ConnectionInfoMarshaller.java,19,-0.977,-0.977,-0.977,-0.977,-0.986,-0.986
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ConsumerIdMarshaller.java,20,-0.98,-0.98,-0.98,-0.98,-0.981,-0.981
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ConsumerInfoMarshaller.java,23,-0.795,-0.795,-0.795,-0.795,-0.894,-0.894
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ControlCommandMarshaller.java,16,-0.97,-0.97,-0.97,-0.97,-0.98,-0.98
activemq-client/src/main/java/org/apache/activemq/openwire/v1/DataArrayResponseMarshaller.java,18,-0.939,-0.939,-0.939,-0.939,-0.943,-0.943
activemq-client/src/main/java/org/apache/activemq/openwire/v1/DataResponseMarshaller.java,17,-0.986,-0.986,-0.986,-0.986,-0.984,-0.984
activemq-client/src/main/java/org/apache/activemq/openwire/v1/DestinationInfoMarshaller.java,18,-0.541,-0.541,-0.541,-0.541,-0.625,-0.625
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ExceptionResponseMarshaller.java,17,-0.98,-0.98,-0.98,-0.98,-0.983,-0.983
activemq-client/src/main/java/org/apache/activemq/openwire/v1/FlushCommandMarshaller.java,15,-0.996,-0.996,-0.996,-0.996,-0.999,-0.999
activemq-client/src/main/java/org/apache/activemq/openwire/v1/IntegerResponseMarshaller.java,17,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/JournalQueueAckMarshaller.java,18,-0.975,-0.975,-0.975,-0.975,-0.981,-0.981
activemq-client/src/main/java/org/apache/activemq/openwire/v1/JournalTopicAckMarshaller.java,18,-0.953,-0.953,-0.953,-0.953,-0.933,-0.933
activemq-client/src/main/java/org/apache/activemq/openwire/v1/JournalTraceMarshaller.java,18,-0.975,-0.975,-0.975,-0.975,-0.985,-0.985
activemq-client/src/main/java/org/apache/activemq/openwire/v1/JournalTransactionMarshaller.java,18,-0.97,-0.97,-0.97,-0.97,-0.972,-0.972
activemq-client/src/main/java/org/apache/activemq/openwire/v1/KeepAliveInfoMarshaller.java,18,-0.996,-0.996,-0.996,-0.996,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/LocalTransactionIdMarshaller.java,18,-0.976,-0.976,-0.976,-0.976,-0.97,-0.97
activemq-client/src/main/java/org/apache/activemq/openwire/v1/MarshallerFactory.java,22,0.497,0.497,0.497,0.497,0.958,0.958
activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageAckMarshaller.java,17,-0.963,-0.963,-0.963,-0.963,-0.962,-0.962
activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageDispatchMarshaller.java,17,-0.977,-0.977,-0.977,-0.977,-0.978,-0.978
activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageIdMarshaller.java,19,-0.974,-0.974,-0.974,-0.974,-0.978,-0.978
activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageMarshaller.java,18,0.919,0.919,0.919,0.919,0.95,0.95
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ProducerIdMarshaller.java,20,-0.978,-0.978,-0.978,-0.978,-0.977,-0.977
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ProducerInfoMarshaller.java,17,-0.979,-0.979,-0.979,-0.979,-0.972,-0.972
activemq-client/src/main/java/org/apache/activemq/openwire/v1/RemoveInfoMarshaller.java,17,-0.984,-0.984,-0.984,-0.984,-0.983,-0.983
activemq-client/src/main/java/org/apache/activemq/openwire/v1/RemoveSubscriptionInfoMarshaller.java,18,-0.993,-0.993,-0.993,-0.993,-0.995,-0.995
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ResponseMarshaller.java,18,-0.997,-0.997,-0.997,-0.997,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/openwire/v1/SessionIdMarshaller.java,20,-0.993,-0.993,-0.993,-0.993,-0.996,-0.996
activemq-client/src/main/java/org/apache/activemq/openwire/v1/SessionInfoMarshaller.java,17,-0.991,-0.991,-0.991,-0.991,-0.989,-0.989
activemq-client/src/main/java/org/apache/activemq/openwire/v1/ShutdownInfoMarshaller.java,16,-0.996,-0.996,-0.996,-0.996,-0.999,-0.999
activemq-client/src/main/java/org/apache/activemq/openwire/v1/SubscriptionInfoMarshaller.java,19,-0.99,-0.99,-0.99,-0.99,-0.995,-0.995
activemq-client/src/main/java/org/apache/activemq/openwire/v1/TransactionIdMarshaller.java,17,0.997,0.997,0.997,0.997,0.999,0.999
activemq-client/src/main/java/org/apache/activemq/openwire/v1/TransactionInfoMarshaller.java,17,-0.971,-0.971,-0.971,-0.971,-0.978,-0.978
activemq-client/src/main/java/org/apache/activemq/openwire/v1/WireFormatInfoMarshaller.java,18,-0.799,-0.799,-0.799,-0.799,-0.826,-0.826
activemq-client/src/main/java/org/apache/activemq/openwire/v1/XATransactionIdMarshaller.java,17,-0.887,-0.887,-0.887,-0.887,0.097,0.097
activemq-jms-pool/src/main/java/org/apache/activemq/jms/pool/ConnectionKey.java,14,-0.345,-0.345,-0.345,-0.345,nan,nan
activemq-pool/src/main/java/org/apache/activemq/pool/PooledConnection.java,27,0.84,0.736,0.84,0.736,0.929,0.823
activemq-pool/src/main/java/org/apache/activemq/pool/PooledConnectionFactory.java,39,0.309,-0.462,0.309,-0.462,0.246,-0.196
activemq-jms-pool/src/main/java/org/apache/activemq/jms/pool/PooledProducer.java,16,0.573,0.573,0.573,0.573,0.718,0.718
activemq-jms-pool/src/main/java/org/apache/activemq/jms/pool/PooledQueueSender.java,12,-0.181,-0.181,-0.181,-0.181,nan,nan
activemq-jms-pool/src/main/java/org/apache/activemq/jms/pool/PooledSession.java,37,0.795,0.795,0.795,0.795,0.931,0.931
activemq-jms-pool/src/main/java/org/apache/activemq/jms/pool/PooledTopicPublisher.java,13,-0.404,-0.404,-0.404,-0.404,nan,nan
activemq-jms-pool/src/main/java/org/apache/activemq/jms/pool/SessionKey.java,10,-0.234,-0.234,-0.234,-0.234,nan,nan
activemq-broker/src/main/java/org/apache/activemq/proxy/ProxyConnection.java,17,0.919,0.482,0.919,0.482,0.99,0.232
activemq-broker/src/main/java/org/apache/activemq/proxy/ProxyConnector.java,27,0.307,0.777,0.307,0.777,0.198,0.684
activemq-broker/src/main/java/org/apache/activemq/security/JaasAuthenticationBroker.java,19,0.231,0.849,0.231,0.849,0.362,0.942
activemq-broker/src/main/java/org/apache/activemq/security/SecurityAdminMBean.java,9,-0.378,-0.378,-0.378,-0.378,nan,nan
activemq-broker/src/main/java/org/apache/activemq/security/SecurityContext.java,18,0.94,-0.796,0.94,-0.796,0.875,-0.974
activemq-broker/src/main/java/org/apache/activemq/security/SimpleAuthenticationBroker.java,21,0.881,-0.542,0.881,-0.542,0.94,-0.676
activemq-broker/src/main/java/org/apache/activemq/security/AuthorizationBroker.java,33,-0.487,0.68,-0.487,0.68,0.709,-0.518
activemq-client/src/main/java/org/apache/activemq/state/CommandVisitor.java,16,-0.146,-0.146,-0.146,-0.146,-0.329,-0.329
activemq-client/src/main/java/org/apache/activemq/state/ConnectionState.java,23,0.878,0.878,0.878,0.878,0.905,0.905
activemq-client/src/main/java/org/apache/activemq/state/ConnectionStateTracker.java,54,0.715,-0.364,0.715,-0.364,0.878,-0.127
activemq-client/src/main/java/org/apache/activemq/state/ConsumerState.java,9,nan,nan,nan,nan,nan,nan
activemq-client/src/main/java/org/apache/activemq/state/ProducerState.java,16,0.822,0.822,0.822,0.822,0.937,0.937
activemq-client/src/main/java/org/apache/activemq/state/SessionState.java,19,0.209,0.209,0.209,0.209,0.47,0.47
activemq-broker/src/main/java/org/apache/activemq/store/MessageRecoveryListener.java,17,0.71,0.71,0.71,0.71,0.929,0.929
activemq-broker/src/main/java/org/apache/activemq/store/MessageStore.java,32,0.861,0.861,0.861,0.861,0.87,0.87
activemq-broker/src/main/java/org/apache/activemq/store/PersistenceAdapter.java,22,0.888,0.888,0.888,0.888,0.917,0.917
activemq-broker/src/main/java/org/apache/activemq/store/ProxyMessageStore.java,30,0.295,0.295,0.295,0.295,0.343,0.343
activemq-broker/src/main/java/org/apache/activemq/store/ProxyTopicMessageStore.java,36,-0.404,-0.404,-0.404,-0.404,-0.304,-0.304
activemq-broker/src/main/java/org/apache/activemq/store/TopicMessageStore.java,25,0.899,0.899,0.899,0.899,0.892,0.892
activemq-broker/src/main/java/org/apache/activemq/store/TransactionStore.java,12,-0.035,-0.035,-0.035,-0.035,nan,nan
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCAdapter.java,40,0.703,0.703,0.703,0.703,0.672,0.672
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCMessageRecoveryListener.java,14,0.285,0.285,0.285,0.285,0.983,0.983
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCMessageStore.java,66,0.893,0.629,0.893,0.629,0.93,0.747
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCPersistenceAdapter.java,100,0.939,0.366,0.939,0.366,0.959,0.184
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCTopicMessageStore.java,53,0.73,0.969,0.73,0.969,0.739,0.978
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/TransactionContext.java,36,0.974,-0.758,0.974,-0.758,0.971,-0.79
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/AxionJDBCAdapter.java,6,-0.013,-0.234,-0.013,-0.234,nan,nan
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/BlobJDBCAdapter.java,21,0.738,0.738,0.738,0.738,0.932,0.932
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/BytesJDBCAdapter.java,12,0.975,0.975,0.975,0.975,0.996,0.996
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,90,0.528,0.528,0.528,0.528,0.591,0.591
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/HsqldbJDBCAdapter.java,5,-0.919,-0.919,-0.919,-0.919,nan,nan
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/ImageBasedJDBCAdaptor.java,4,nan,nan,nan,nan,nan,nan
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/InformixJDBCAdapter.java,2,nan,nan,nan,nan,nan,nan
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/OracleJDBCAdapter.java,17,0.587,0.587,0.587,0.587,0.97,0.97
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/PostgresqlJDBCAdapter.java,8,0.026,0.026,0.026,0.026,-0.408,-0.408
activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/adapter/StreamJDBCAdapter.java,15,0.871,0.871,0.871,0.871,0.807,0.807
activemq-broker/src/main/java/org/apache/activemq/store/memory/MemoryMessageStore.java,39,0.187,0.187,0.187,0.187,0.813,0.813
activemq-broker/src/main/java/org/apache/activemq/store/memory/MemoryPersistenceAdapter.java,34,-0.547,-0.547,-0.547,-0.547,-0.417,-0.417
activemq-broker/src/main/java/org/apache/activemq/store/memory/MemoryTopicMessageStore.java,30,0.598,0.366,0.598,0.366,0.621,0.307
activemq-broker/src/main/java/org/apache/activemq/store/memory/MemoryTransactionStore.java,33,0.989,0.597,0.989,0.597,0.981,0.613
activemq-client/src/main/java/org/apache/activemq/thread/DefaultThreadPools.java,18,0.36,0.36,0.36,0.36,0.859,0.859
activemq-client/src/main/java/org/apache/activemq/thread/Scheduler.java,31,-0.559,-0.338,-0.559,-0.338,-0.377,-0.506
activemq-client/src/main/java/org/apache/activemq/thread/PooledTaskRunner.java,21,0.607,0.607,0.607,0.607,0.78,0.78
activemq-client/src/main/java/org/apache/activemq/thread/TaskRunner.java,12,0.075,0.075,0.075,0.075,0.68,0.68
activemq-client/src/main/java/org/apache/activemq/thread/TaskRunnerFactory.java,35,0.889,0.889,0.889,0.889,0.863,0.863
activemq-broker/src/main/java/org/apache/activemq/transaction/LocalTransaction.java,20,0.078,0.078,0.078,0.078,0.439,0.439
activemq-client/src/main/java/org/apache/activemq/transaction/Synchronization.java,12,-0.76,-0.76,-0.76,-0.76,-0.717,-0.717
activemq-broker/src/main/java/org/apache/activemq/transaction/Transaction.java,26,0.87,0.87,0.87,0.87,0.848,0.848
activemq-broker/src/main/java/org/apache/activemq/transaction/XATransaction.java,26,0.874,0.874,0.874,0.874,0.932,0.932
activemq-client/src/main/java/org/apache/activemq/transport/CompositeTransport.java,9,-0.35,-0.35,-0.35,-0.35,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/FutureResponse.java,21,-0.163,-0.163,-0.163,-0.163,-0.66,-0.66
activemq-client/src/main/java/org/apache/activemq/transport/InactivityIOException.java,8,nan,nan,nan,nan,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/InactivityMonitor.java,63,0.902,-0.842,0.902,-0.842,0.863,-0.813
activemq-client/src/main/java/org/apache/activemq/transport/MarshallingTransportFilter.java,12,-0.399,-0.399,-0.399,-0.399,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/MutexTransport.java,20,0.784,0.784,0.784,0.784,0.78,0.78
activemq-client/src/main/java/org/apache/activemq/transport/ResponseCorrelator.java,34,0.843,0.843,0.843,0.843,0.862,0.862
activemq-client/src/main/java/org/apache/activemq/transport/Transport.java,24,0.601,0.601,0.601,0.601,0.647,0.647
activemq-client/src/main/java/org/apache/activemq/transport/TransportAcceptListener.java,7,nan,nan,nan,nan,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/TransportFactory.java,37,0.862,0.862,0.862,0.862,0.948,0.948
activemq-client/src/main/java/org/apache/activemq/transport/TransportFilter.java,27,-0.809,-0.809,-0.809,-0.809,-0.631,-0.631
activemq-client/src/main/java/org/apache/activemq/transport/TransportListener.java,12,0.93,0.93,0.93,0.93,0.947,0.947
activemq-broker/src/main/java/org/apache/activemq/transport/TransportLogger.java,23,-0.685,-0.685,-0.685,-0.685,-0.527,-0.527
activemq-client/src/main/java/org/apache/activemq/transport/TransportServer.java,16,-0.394,-0.394,-0.394,-0.394,-0.327,-0.327
activemq-client/src/main/java/org/apache/activemq/transport/TransportServerFilter.java,12,-0.858,-0.858,-0.858,-0.858,-0.716,-0.716
activemq-client/src/main/java/org/apache/activemq/transport/TransportServerSupport.java,14,0.816,0.816,0.816,0.816,0.792,0.792
activemq-client/src/main/java/org/apache/activemq/transport/TransportServerThreadSupport.java,20,0.896,0.896,0.896,0.896,0.906,0.906
activemq-client/src/main/java/org/apache/activemq/transport/TransportSupport.java,24,0.585,0.585,0.585,0.585,0.516,0.516
activemq-client/src/main/java/org/apache/activemq/transport/TransportThreadSupport.java,19,0.893,0.893,0.893,0.893,0.939,0.939
activemq-client/src/main/java/org/apache/activemq/transport/WireFormatNegotiator.java,34,0.568,0.568,0.568,0.568,0.63,0.63
activemq-client/src/main/java/org/apache/activemq/transport/discovery/DiscoveryAgent.java,13,0.834,0.834,0.834,0.834,0.889,0.889
activemq-client/src/main/java/org/apache/activemq/transport/discovery/DiscoveryAgentFactory.java,16,0.317,0.317,0.317,0.317,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/discovery/DiscoveryListener.java,10,0.384,0.384,0.384,0.384,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/discovery/DiscoveryTransport.java,24,0.631,0.631,0.631,0.631,0.903,0.903
activemq-client/src/main/java/org/apache/activemq/transport/discovery/DiscoveryTransportFactory.java,17,0.657,0.657,0.657,0.657,0.668,0.668
activemq-client/src/main/java/org/apache/activemq/transport/discovery/multicast/MulticastDiscoveryAgent.java,40,0.963,-0.564,0.963,-0.564,0.984,-0.525
activemq-client/src/main/java/org/apache/activemq/transport/discovery/multicast/MulticastDiscoveryAgentFactory.java,6,-0.438,-0.438,-0.438,-0.438,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/discovery/zeroconf/JmDNSFactory.java,16,0.269,0.218,0.269,0.218,0.963,0.986
activemq-client/src/main/java/org/apache/activemq/transport/discovery/zeroconf/ZeroconfDiscoveryAgent.java,25,0.13,0.13,0.13,0.13,0.54,0.54
activemq-client/src/main/java/org/apache/activemq/transport/discovery/simple/SimpleDiscoveryAgent.java,32,0.775,0.162,0.775,0.162,0.762,0.091
activemq-client/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,164,0.668,-0.377,0.668,-0.377,0.668,-0.358
activemq-client/src/main/java/org/apache/activemq/transport/failover/FailoverTransportFactory.java,16,0.788,0.788,0.788,0.788,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/fanout/FanoutTransport.java,45,0.734,0.932,0.734,0.932,0.728,0.933
activemq-client/src/main/java/org/apache/activemq/transport/fanout/FanoutTransportFactory.java,15,0.977,0.977,0.977,0.977,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/mock/MockTransport.java,24,-0.091,-0.091,-0.091,-0.091,0.053,0.053
activemq-client/src/main/java/org/apache/activemq/transport/mock/MockTransportFactory.java,12,0.807,0.807,0.807,0.807,nan,nan
activemq-broker/src/main/java/org/apache/activemq/transport/peer/PeerTransportFactory.java,20,0.66,0.084,0.66,0.084,nan,nan
activemq-stomp/src/main/java/org/apache/activemq/transport/stomp/Stomp.java,15,0.743,0.743,0.743,0.743,0.966,0.966
activemq-client/src/main/java/org/apache/activemq/transport/tcp/ResponseHolder.java,13,-0.854,-0.854,-0.854,-0.854,nan,nan
activemq-client/src/main/java/org/apache/activemq/transport/tcp/TcpBufferedInputStream.java,14,-0.495,-0.495,-0.495,-0.495,-0.165,-0.165
activemq-client/src/main/java/org/apache/activemq/transport/tcp/TcpBufferedOutputStream.java,18,0.567,0.567,0.567,0.567,0.735,0.735
activemq-client/src/main/java/org/apache/activemq/transport/tcp/TcpTransport.java,86,0.9,-0.874,0.9,-0.874,0.885,-0.859
activemq-client/src/main/java/org/apache/activemq/transport/tcp/TcpTransportFactory.java,44,-0.665,-0.665,-0.665,-0.665,-0.581,-0.581
activemq-client/src/main/java/org/apache/activemq/transport/tcp/TcpTransportServer.java,72,0.714,-0.557,0.714,-0.557,0.685,-0.492
activemq-broker/src/main/java/org/apache/activemq/transport/vm/VMTransport.java,71,0.067,0.067,0.067,0.067,0.071,0.071
activemq-broker/src/main/java/org/apache/activemq/transport/vm/VMTransportFactory.java,39,0.683,0.683,0.683,0.683,0.758,0.758
activemq-broker/src/main/java/org/apache/activemq/transport/vm/VMTransportServer.java,22,0.921,0.921,0.921,0.921,0.927,0.927
activemq-broker/src/main/java/org/apache/activemq/util/HexSupport.java,13,0.997,0.997,0.997,0.997,0.997,0.997
activemq-client/src/main/java/org/apache/activemq/util/IOExceptionSupport.java,12,0.982,0.982,0.982,0.982,0.997,0.997
activemq-client/src/main/java/org/apache/activemq/util/IdGenerator.java,25,0.993,0.993,0.993,0.993,0.992,0.992
activemq-client/src/main/java/org/apache/activemq/util/IndentPrinter.java,9,nan,nan,nan,nan,nan,nan
activemq-client/src/main/java/org/apache/activemq/util/IntrospectionSupport.java,41,0.939,0.939,0.939,0.939,0.941,0.941
activemq-client/src/main/java/org/apache/activemq/util/JMSExceptionSupport.java,15,0.939,0.939,0.939,0.939,0.981,0.981
activemq-broker/src/main/java/org/apache/activemq/util/JMXSupport.java,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
activemq-client/src/main/java/org/apache/activemq/util/LRUCache.java,15,0.704,0.704,0.704,0.704,0.602,0.602
activemq-client/src/main/java/org/apache/activemq/util/LongSequenceGenerator.java,11,0.95,0.95,0.95,0.95,0.984,0.984
activemq-client/src/main/java/org/apache/activemq/util/MapHelper.java,10,0.8,0.8,0.8,0.8,1.0,1.0
activemq-client/src/main/java/org/apache/activemq/util/MarshallingSupport.java,31,0.978,0.978,0.978,0.978,0.979,0.979
activemq-unit-tests/src/test/java/org/apache/activemq/util/MessageIdList.java,29,0.981,0.981,0.981,0.981,0.979,0.979
activemq-client/src/main/java/org/apache/activemq/util/ServiceStopper.java,13,0.51,0.51,0.51,0.51,nan,nan
activemq-client/src/main/java/org/apache/activemq/util/ServiceSupport.java,19,0.622,0.622,0.622,0.622,0.623,0.623
activemq-broker/src/main/java/org/apache/activemq/util/SubscriptionKey.java,13,-0.698,-0.698,-0.698,-0.698,-0.764,-0.764
activemq-broker/src/main/java/org/apache/activemq/util/TransactionTemplate.java,13,-0.377,-0.377,-0.377,-0.377,0.995,0.995
activemq-client/src/main/java/org/apache/activemq/util/TypeConversionSupport.java,19,0.938,0.972,0.938,0.972,0.863,0.935
activemq-client/src/main/java/org/apache/activemq/util/URISupport.java,29,-0.405,-0.735,-0.405,-0.735,-0.652,-0.91
activemq-broker/src/main/java/org/apache/activemq/util/WrappedException.java,8,nan,nan,nan,nan,nan,nan
activemq-spring/src/main/java/org/apache/activemq/xbean/BrokerFactoryBean.java,18,0.994,0.994,0.994,0.994,0.993,0.993
activemq-spring/src/main/java/org/apache/activemq/xbean/XBeanBrokerFactory.java,23,0.92,0.92,0.92,0.92,0.964,0.964
activemq-spring/src/main/java/org/apache/activemq/xbean/XBeanBrokerService.java,30,0.842,0.842,0.842,0.842,0.772,0.772
activemq-unit-tests/src/test/java/org/apache/activemq/ActiveMQConnectionFactoryTest.java,29,0.89,0.89,0.89,0.89,0.928,0.928
activemq-unit-tests/src/test/java/org/apache/activemq/ClientTestSupport.java,14,-0.212,-0.212,-0.212,-0.212,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/CombinationTestSupport.java,23,0.351,0.36,0.351,0.36,0.245,0.237
activemq-unit-tests/src/test/java/org/apache/activemq/ConnectionCleanupTest.java,12,0.984,0.984,0.984,0.984,0.969,0.969
activemq-unit-tests/src/test/java/org/apache/activemq/ConsumerReceiveWithTimeoutTest.java,12,0.988,0.988,0.988,0.988,0.99,0.99
activemq-unit-tests/src/test/java/org/apache/activemq/EmbeddedBrokerTestSupport.java,22,0.817,0.817,0.817,0.817,0.675,0.675
activemq-unit-tests/src/test/java/org/apache/activemq/JMSConsumerTest.java,53,0.946,0.896,0.946,0.896,0.946,0.922
activemq-unit-tests/src/test/java/org/apache/activemq/JMSDurableTopicRedeliverTest.java,14,-0.461,-0.461,-0.461,-0.461,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JMSExclusiveConsumerTest.java,15,-0.337,-0.337,-0.337,-0.337,-0.338,-0.338
activemq-unit-tests/src/test/java/org/apache/activemq/JMSMessageTest.java,21,0.931,0.882,0.931,0.882,0.459,0.375
activemq-unit-tests/src/test/java/org/apache/activemq/JMSUsecaseTest.java,16,0.134,0.134,0.134,0.134,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsAutoAckListenerTest.java,11,0.947,0.947,0.947,0.947,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsAutoAckTest.java,10,0.804,nan,0.804,nan,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsBenchmark.java,18,0.216,-0.118,0.216,-0.118,-0.216,0.289
activemq-unit-tests/src/test/java/org/apache/activemq/JmsClientAckListenerTest.java,10,0.816,0.816,0.816,0.816,nan,nan
activemq-unit-tests/src/test/java/org/apache/activemq/JmsClientAckTest.java,12,0.884,0.884,0.884,0.884,0.994,0.994
activemq-unit-tests/src/test/java/org/apache/activemq/JmsConnectionStartStopTest.java,13,0.997,-0.997,0.997,-0.997,0.997,-0.998
